p_station,long,lat,incidentdate,passengers,maincategory,injuredpersons,county,constituency
KEROKA POLICE STATION,34.947449400000004,-0.7782036,2013-08-03T00:00:00Z,14,INJURY,3,NA,NA
KISII POLICE STATION,34.7728709,-0.6755559,2013-07-26T00:00:00Z,14,INJURY,1,NA,NA
DIANI POLICE STATION,39.5671508,-4.2827877,2013-08-07T00:00:00Z,14,INJURY,4,NA,NA
PANGANI POLICE STATION,36.8360283,-1.2699695,2013-08-10T00:00:00Z,26,NON INJURY,0,Nairobi,Starehe
NAKURU POLICE STATION HQ,36.1537013,-0.2891843,2013-08-06T00:00:00Z,14,INJURY,1,NA,NA
KASARANI POLICE STATION,36.8932931,-1.2195671,2013-08-10T00:00:00Z,14,NON INJURY,0,Nairobi,Kasarani
MARIAKANI POLICE STATION,39.4692327,-3.8611178,2013-08-10T00:00:00Z,34,INJURY,0,NA,NA
PANGANI POLICE STATION,36.8360283,-1.2699695,2013-08-11T00:00:00Z,51,INJURY,1,Nairobi,Starehe
PARKLANDS POLICE STATION,36.8121049,-1.2652424,2013-08-07T00:00:00Z,14,NON INJURY,0,Nairobi,Westlands
MUTHANGARI POLICE STATION,36.7727649,-1.2663719,2013-07-11T00:00:00Z,5,INJURY,1,Nairobi,Dagoretti North
RUIRU POLICE STATION,36.9593125,-1.1449416,2013-08-09T00:00:00Z,14,BOTH,3,Kiambu,Ruiru
CENTRAL POLICE STATION-NAKURU,36.0701438,-0.2883555,2013-08-10T00:00:00Z,8,INJURY,1,NA,NA
PANGANI POLICE STATION,36.8360283,-1.2699695,2013-07-29T00:00:00Z,51,INJURY,1,Nairobi,Starehe
RUIRU POLICE STATION,36.9593125,-1.1449416,2013-08-13T00:00:00Z,14,NON INJURY,0,Kiambu,Ruiru
SAGANA POLICE STATION,37.2176074,-0.6638580000000001,2013-08-10T00:00:00Z,14,INJURY,1,NA,NA
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2013-07-02T00:00:00Z,33,NON INJURY,0,Nairobi,Starehe
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2013-07-27T00:00:00Z,29,NON INJURY,0,Nairobi,Starehe
THIKA POLICE STATION,37.0754725,-1.03806,2013-08-11T00:00:00Z,14,NON INJURY,0,Kiambu,Thika Town
THIKA POLICE STATION,37.0754725,-1.03806,2013-08-03T00:00:00Z,14,INJURY,1,Kiambu,Thika Town
MAKUYU POLICE STATION,37.1929479,-0.9066025,2013-08-05T00:00:00Z,14,INJURY,2,Murang'a,Maragwa
NGONG POLICE STATION,36.6536602,-1.365681,2013-08-11T00:00:00Z,51,NON INJURY,0,Kajiado,Kajiado North
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2013-08-08T00:00:00Z,29,NON INJURY,0,Nairobi,Starehe
LUNGA LUNGA POLICE STATION,39.1269469,-4.5596609,2013-06-26T00:00:00Z,14,BOTH,2,NA,NA
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2013-08-09T00:00:00Z,14,BOTH,1,Nairobi,Starehe
KASARANI POLICE STATION,36.8932931,-1.2195671,2013-01-30T00:00:00Z,51,INJURY,1,Nairobi,Kasarani
EMBAKASI POLICE STATION,36.9132142,-1.3096785,2013-07-27T00:00:00Z,51,NON INJURY,0,Nairobi,Embakasi East
BURU BURU POLICE STATION,36.879342,-1.279412,2013-07-13T00:00:00Z,26,NON INJURY,0,Nairobi,Embakasi West
KILIMANI POLICE STATION,36.7952424,-1.2914363,2013-08-06T00:00:00Z,14,NON INJURY,0,Nairobi,Dagoretti North
NJORO POLICE STATION,35.9449375,-0.3316265,2013-08-11T00:00:00Z,14,INJURY,1,NA,NA
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2013-07-21T00:00:00Z,33,NON INJURY,0,Nairobi,Starehe
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2013-07-27T00:00:00Z,51,NON INJURY,0,Nairobi,Starehe
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2013-08-04T00:00:00Z,14,NON INJURY,0,Nairobi,Starehe
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2013-08-01T00:00:00Z,41,NON INJURY,0,Nairobi,Starehe
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2013-08-05T00:00:00Z,46,NON INJURY,0,Nairobi,Starehe
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2013-07-30T00:00:00Z,51,NON INJURY,0,Nairobi,Starehe
INDUSTRIAL AREA POLICE STATION,36.8341528,-1.3006638,2013-08-10T00:00:00Z,14,NON INJURY,0,Nairobi,Starehe
BAMBURI POLICE STATION,39.71387730000001,-4.0016118,2013-08-12T00:00:00Z,14,INJURY,2,NA,NA
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2013-07-19T00:00:00Z,14,NON INJURY,0,Nairobi,Starehe
KEROKA POLICE STATION,34.947449400000004,-0.7782036,2013-08-13T00:00:00Z,34,INJURY,2,NA,NA
MAKONGENI POLICE STATION,36.8505311,-1.2947258,2013-08-11T00:00:00Z,29,INJURY,1,Nairobi,Makadara
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2013-04-04T00:00:00Z,51,INJURY,1,Nairobi,Starehe
NAKURU POLICE STATION HQ,36.1537013,-0.2891843,2013-08-12T00:00:00Z,14,NON INJURY,0,NA,NA
TIMBOROA POLICE STATION,35.5423728,0.0592698,2013-08-10T00:00:00Z,14,NON INJURY,0,NA,NA
NJORO POLICE STATION,35.9449375,-0.3316265,2013-08-08T00:00:00Z,14,INJURY,1,NA,NA
MUTHANGARI POLICE STATION,36.7727649,-1.2663719,2013-08-11T00:00:00Z,14,NON INJURY,0,Nairobi,Dagoretti North
RONGAI POLICE STATION,36.7571639,-1.3968388,2013-08-14T00:00:00Z,14,INJURY,1,Kajiado,Kajiado North
INDUSTRIAL AREA POLICE STATION,36.8341528,-1.3006638,2013-08-01T00:00:00Z,33,NON INJURY,0,Nairobi,Starehe
KITALE POLICE STATION HQ,34.9998846,1.0153547,2013-08-11T00:00:00Z,51,BOTH,0,NA,NA
THIKA POLICE STATION,37.0754725,-1.03806,2013-08-08T00:00:00Z,14,INJURY,2,Kiambu,Thika Town
ONGATA RONGAI POLICE POST,36.7571639,-1.3968388,2013-08-07T00:00:00Z,14,INJURY,1,Kajiado,Kajiado North
PARKLANDS POLICE STATION,36.8121049,-1.2652424,2013-06-03T00:00:00Z,33,NON INJURY,0,Nairobi,Westlands
KILIMANI POLICE STATION,36.7952424,-1.2914363,2013-08-14T00:00:00Z,14,NON INJURY,0,Nairobi,Dagoretti North
MAKONGENI POLICE STATION,36.8505311,-1.2947258,2013-07-10T00:00:00Z,25,NON INJURY,0,Nairobi,Makadara
RONGAI POLICE STATION,36.7571639,-1.3968388,2013-08-12T00:00:00Z,14,NON INJURY,0,Kajiado,Kajiado North
PANGANI POLICE STATION,36.8360283,-1.2699695,2013-07-09T00:00:00Z,29,NON INJURY,0,Nairobi,Starehe
PANGANI POLICE STATION,36.8360283,-1.2699695,2013-07-08T00:00:00Z,14,NON INJURY,0,Nairobi,Starehe
KASARANI POLICE STATION,36.8932931,-1.2195671,2013-08-15T00:00:00Z,51,INJURY,1,Nairobi,Kasarani
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2013-07-30T00:00:00Z,13,NON INJURY,0,Nairobi,Starehe
KABETE POLICE STATION,36.7262163,-1.2624066,2013-08-15T00:00:00Z,14,NON INJURY,0,Nairobi,Westlands
NAIROBI AREA  POLICE STATION,36.80772,-1.29727,2013-08-15T00:00:00Z,14,NON INJURY,0,Nairobi,Kibra
PANGANI POLICE STATION,36.8360283,-1.2699695,2013-08-17T00:00:00Z,51,NON INJURY,0,Nairobi,Starehe
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2013-08-15T00:00:00Z,14,NON INJURY,0,Nairobi,Starehe
BOMET POLICE STATION,35.3355181,-0.7835025000000001,2013-08-18T00:00:00Z,43,NON INJURY,0,NA,NA
EMBAKASI POLICE STATION,36.9132142,-1.3096785,2013-08-16T00:00:00Z,51,NON INJURY,0,Nairobi,Embakasi East
BURU BURU POLICE STATION,36.879342,-1.279412,2013-07-19T00:00:00Z,29,NON INJURY,0,Nairobi,Embakasi West
MAKONGENI POLICE STATION,36.8505311,-1.2947258,2013-05-22T00:00:00Z,11,NON INJURY,0,Nairobi,Makadara
MAKUYU POLICE STATION,37.1929479,-0.9066025,2013-08-16T00:00:00Z,10,NON INJURY,0,Murang'a,Maragwa
RUIRU POLICE STATION,36.9593125,-1.1449416,2013-08-17T00:00:00Z,14,NON INJURY,0,Kiambu,Ruiru
KIBICHOI POLICE STATION,36.8319259,-1.0331522,2013-08-18T00:00:00Z,14,INJURY,1,Kiambu,Githunguri
GATUNDU POLICE STATION,36.9018625,-1.0109663,2013-08-15T00:00:00Z,14,BOTH,3,Kiambu,Gatundu South
PARKLANDS POLICE STATION,36.8121049,-1.2652424,2013-08-16T00:00:00Z,14,NON INJURY,0,Nairobi,Westlands
KAYOLE POLICE STATION,36.9261067,-1.2644254,2013-08-18T00:00:00Z,46,INJURY,1,Nairobi,Embakasi Central
SAGANA POLICE STATION,37.2176074,-0.6638580000000001,2013-08-19T00:00:00Z,14,INJURY,6,NA,NA
PARKLANDS POLICE STATION,36.8121049,-1.2652424,2013-08-15T00:00:00Z,14,INJURY,1,Nairobi,Westlands
EMBAKASI POLICE STATION,36.9132142,-1.3096785,2013-08-17T00:00:00Z,33,NON INJURY,0,Nairobi,Embakasi East
KILIMANI POLICE STATION,36.7952424,-1.2914363,2013-08-10T00:00:00Z,14,NON INJURY,0,Nairobi,Dagoretti North
KILIMANI POLICE STATION,36.7952424,-1.2914363,2013-08-13T00:00:00Z,29,NON INJURY,0,Nairobi,Dagoretti North
KILIMANI POLICE STATION,36.7952424,-1.2914363,2013-08-10T00:00:00Z,25,NON INJURY,0,Nairobi,Dagoretti North
KILIMANI POLICE STATION,36.7952424,-1.2914363,2013-08-14T00:00:00Z,14,NON INJURY,0,Nairobi,Dagoretti North
KILIMANI POLICE STATION,36.7952424,-1.2914363,2013-08-11T00:00:00Z,14,NON INJURY,0,Nairobi,Dagoretti North
KILIMANI POLICE STATION,36.7952424,-1.2914363,2013-08-09T00:00:00Z,51,NON INJURY,0,Nairobi,Dagoretti North
KILIMANI POLICE STATION,36.7952424,-1.2914363,2013-08-14T00:00:00Z,37,NON INJURY,0,Nairobi,Dagoretti North
KILIMANI POLICE STATION,36.7952424,-1.2914363,2013-08-13T00:00:00Z,37,NON INJURY,0,Nairobi,Dagoretti North
KILIMANI POLICE STATION,36.7952424,-1.2914363,2013-08-05T00:00:00Z,33,NON INJURY,0,Nairobi,Dagoretti North
KILIMANI POLICE STATION,36.7952424,-1.2914363,2013-08-09T00:00:00Z,33,NON INJURY,0,Nairobi,Dagoretti North
KILIMANI POLICE STATION,36.7952424,-1.2914363,2013-08-09T00:00:00Z,14,NON INJURY,0,Nairobi,Dagoretti North
NJORO POLICE STATION,35.9449375,-0.3316265,2013-08-11T00:00:00Z,14,INJURY,1,NA,NA
NJORO POLICE STATION,35.9449375,-0.3316265,2013-08-17T00:00:00Z,14,INJURY,6,NA,NA
KILIMANI POLICE STATION,36.7952424,-1.2914363,2013-08-08T00:00:00Z,14,NON INJURY,0,Nairobi,Dagoretti North
NAKURU POLICE STATION HQ,36.1537013,-0.2891843,2013-08-12T00:00:00Z,14,INJURY,2,NA,NA
KAYOLE POLICE STATION,36.9261067,-1.2644254,2013-08-14T00:00:00Z,14,NON INJURY,0,Nairobi,Embakasi Central
NAKURU POLICE STATION HQ,36.1537013,-0.2891843,2013-08-17T00:00:00Z,14,NON INJURY,0,NA,NA
EMBAKASI POLICE STATION,36.9132142,-1.3096785,2013-08-16T00:00:00Z,33,NON INJURY,0,Nairobi,Embakasi East
EMBAKASI POLICE STATION,36.9132142,-1.3096785,2013-08-15T00:00:00Z,13,NON INJURY,0,Nairobi,Embakasi East
KILIMANI POLICE STATION,36.7952424,-1.2914363,2013-08-08T00:00:00Z,14,NON INJURY,0,Nairobi,Dagoretti North
KASARANI POLICE STATION,36.8932931,-1.2195671,2013-08-02T00:00:00Z,14,NON INJURY,0,Nairobi,Kasarani
KASARANI POLICE STATION,36.8932931,-1.2195671,2013-08-02T00:00:00Z,33,NON INJURY,0,Nairobi,Kasarani
DANDORA POLICE STATION,36.8932522,-1.2558642,2013-08-11T00:00:00Z,14,INJURY,1,Nairobi,Embakasi West
MAKONGENI POLICE STATION,36.8505311,-1.2947258,2013-08-08T00:00:00Z,33,NON INJURY,0,Nairobi,Makadara
EMBAKASI POLICE STATION,36.9132142,-1.3096785,2013-08-13T00:00:00Z,51,NON INJURY,0,Nairobi,Embakasi East
MAKONGENI POLICE STATION,36.8505311,-1.2947258,2013-08-12T00:00:00Z,33,INJURY,1,Nairobi,Makadara
SAGANA POLICE STATION,37.2176074,-0.6638580000000001,2013-08-10T00:00:00Z,14,INJURY,10,NA,NA
NGONG POLICE STATION,36.6536602,-1.365681,2013-08-09T00:00:00Z,33,INJURY,1,Kajiado,Kajiado North
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2013-07-22T00:00:00Z,29,NON INJURY,0,Nairobi,Starehe
DIANI POLICE STATION,39.5671508,-4.2827877,2013-08-09T00:00:00Z,19,INJURY,2,NA,NA
PANGANI POLICE STATION,36.8360283,-1.2699695,2013-08-12T00:00:00Z,14,INJURY,4,Nairobi,Starehe
KASARANI POLICE STATION,36.8932931,-1.2195671,2013-04-28T00:00:00Z,51,NON INJURY,0,Nairobi,Kasarani
KIKUYU POLICE STATION,36.6636128,-1.2433244,2013-07-14T00:00:00Z,9,NON INJURY,0,Kiambu,Kikuyu
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2013-03-22T00:00:00Z,14,NON INJURY,0,Nairobi,Starehe
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2013-03-18T00:00:00Z,33,NON INJURY,0,Nairobi,Starehe
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2013-05-27T00:00:00Z,67,NON INJURY,0,Nairobi,Starehe
BAHATI POLICE STATION,36.1175108,-0.1595161,2013-08-17T00:00:00Z,14,INJURY,1,NA,NA
GIGIRI POLICE STATION,36.8095575,-1.2363428,2013-08-18T00:00:00Z,14,NON INJURY,0,Nairobi,Westlands
PANGANI POLICE STATION,36.8360283,-1.2699695,2013-07-09T00:00:00Z,25,NON INJURY,0,Nairobi,Starehe
PANGANI POLICE STATION,36.8360283,-1.2699695,2013-07-11T00:00:00Z,14,NON INJURY,0,Nairobi,Starehe
PANGANI POLICE STATION,36.8360283,-1.2699695,2013-07-19T00:00:00Z,14,NON INJURY,0,Nairobi,Starehe
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2013-08-06T00:00:00Z,26,NON INJURY,0,Nairobi,Starehe
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2013-08-05T00:00:00Z,51,NON INJURY,0,Nairobi,Starehe
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2013-08-05T00:00:00Z,51,NON INJURY,0,Nairobi,Starehe
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2013-08-02T00:00:00Z,46,NON INJURY,0,Nairobi,Starehe
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2013-08-03T00:00:00Z,14,NON INJURY,0,Nairobi,Starehe
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2013-08-01T00:00:00Z,14,NON INJURY,0,Nairobi,Starehe
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2013-07-30T00:00:00Z,37,NON INJURY,0,Nairobi,Starehe
MERU POLICE STATION,37.6521474,0.04736240000000001,2013-08-16T00:00:00Z,10,INJURY,1,NA,NA
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2013-07-30T00:00:00Z,14,NON INJURY,0,Nairobi,Starehe
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2013-07-30T00:00:00Z,37,NON INJURY,0,Nairobi,Starehe
PANGANI POLICE STATION,36.8360283,-1.2699695,2013-07-15T00:00:00Z,14,NON INJURY,0,Nairobi,Starehe
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2013-07-30T00:00:00Z,14,NON INJURY,0,Nairobi,Starehe
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2013-08-03T00:00:00Z,33,NON INJURY,0,Nairobi,Starehe
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2013-07-30T00:00:00Z,51,NON INJURY,0,Nairobi,Starehe
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2013-08-01T00:00:00Z,51,NON INJURY,0,Nairobi,Starehe
PANGANI POLICE STATION,36.8360283,-1.2699695,2013-08-14T00:00:00Z,51,INJURY,0,Nairobi,Starehe
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2013-08-03T00:00:00Z,14,NON INJURY,0,Nairobi,Starehe
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2013-08-06T00:00:00Z,14,NON INJURY,0,Nairobi,Starehe
PANGANI POLICE STATION,36.8360283,-1.2699695,2013-07-09T00:00:00Z,26,NON INJURY,0,Nairobi,Starehe
PANGANI POLICE STATION,36.8360283,-1.2699695,2013-07-24T00:00:00Z,67,NON INJURY,0,Nairobi,Starehe
PANGANI POLICE STATION,36.8360283,-1.2699695,2013-07-19T00:00:00Z,14,NON INJURY,0,Nairobi,Starehe
PANGANI POLICE STATION,36.8360283,-1.2699695,2013-07-18T00:00:00Z,41,NON INJURY,0,Nairobi,Starehe
PANGANI POLICE STATION,36.8360283,-1.2699695,2013-07-14T00:00:00Z,46,NON INJURY,0,Nairobi,Starehe
PANGANI POLICE STATION,36.8360283,-1.2699695,2013-07-11T00:00:00Z,26,NON INJURY,0,Nairobi,Starehe
LUNGA LUNGA POLICE STATION,39.1269469,-4.5596609,2013-08-19T00:00:00Z,29,INJURY,1,NA,NA
NAKURU POLICE STATION HQ,36.1537013,-0.2891843,2013-08-12T00:00:00Z,14,INJURY,4,NA,NA
NAKURU POLICE STATION HQ,36.1537013,-0.2891843,2013-08-17T00:00:00Z,14,NON INJURY,0,NA,NA
KILIFI POLICE STATION,39.8552461,-3.6341898,2013-08-06T00:00:00Z,14,INJURY,3,NA,NA
PARKLANDS POLICE STATION,36.8121049,-1.2652424,2013-08-08T00:00:00Z,14,NON INJURY,0,Nairobi,Westlands
PANGANI POLICE STATION,36.8360283,-1.2699695,2013-07-09T00:00:00Z,25,NON INJURY,0,Nairobi,Starehe
PANGANI POLICE STATION,36.8360283,-1.2699695,2013-07-06T00:00:00Z,51,NON INJURY,0,Nairobi,Starehe
GATUNDU POLICE STATION,36.9018625,-1.0109663,2013-08-18T00:00:00Z,14,BOTH,0,Kiambu,Gatundu South
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2013-08-05T00:00:00Z,14,NON INJURY,0,Nairobi,Starehe
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2013-07-30T00:00:00Z,51,NON INJURY,0,Nairobi,Starehe
GIGIRI POLICE STATION,36.8095575,-1.2363428,2013-08-18T00:00:00Z,14,NON INJURY,0,Nairobi,Westlands
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2013-07-30T00:00:00Z,14,NON INJURY,0,Nairobi,Starehe
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2013-08-01T00:00:00Z,42,NON INJURY,0,Nairobi,Starehe
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2013-08-01T00:00:00Z,33,NON INJURY,0,Nairobi,Starehe
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2013-08-03T00:00:00Z,14,INJURY,1,Nairobi,Starehe
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2013-08-06T00:00:00Z,37,INJURY,2,Nairobi,Starehe
PANGANI POLICE STATION,36.8360283,-1.2699695,2013-07-24T00:00:00Z,25,NON INJURY,0,Nairobi,Starehe
PANGANI POLICE STATION,36.8360283,-1.2699695,2013-07-19T00:00:00Z,14,NON INJURY,0,Nairobi,Starehe
PANGANI POLICE STATION,36.8360283,-1.2699695,2013-07-18T00:00:00Z,25,NON INJURY,0,Nairobi,Starehe
PANGANI POLICE STATION,36.8360283,-1.2699695,2013-07-13T00:00:00Z,14,NON INJURY,0,Nairobi,Starehe
KASARANI POLICE STATION,36.8932931,-1.2195671,2013-08-17T00:00:00Z,11,INJURY,1,Nairobi,Kasarani
KILIFI POLICE STATION,39.8552461,-3.6341898,2013-08-21T00:00:00Z,11,INJURY,0,NA,NA
MAKINDU POLICE STATION,37.8233141,-2.2809927,2013-08-19T00:00:00Z,14,INJURY,0,NA,NA
KASARANI POLICE STATION,36.8932931,-1.2195671,2013-08-17T00:00:00Z,14,INJURY,1,Nairobi,Kasarani
INDUSTRIAL AREA POLICE STATION,36.8341528,-1.3006638,2013-08-15T00:00:00Z,33,NON INJURY,0,Nairobi,Starehe
PANGANI POLICE STATION,36.8360283,-1.2699695,2013-08-06T00:00:00Z,14,NON INJURY,0,Nairobi,Starehe
PANGANI POLICE STATION,36.8360283,-1.2699695,2013-08-06T00:00:00Z,25,NON INJURY,0,Nairobi,Starehe
PANGANI POLICE STATION,36.8360283,-1.2699695,2013-08-09T00:00:00Z,14,NON INJURY,0,Nairobi,Starehe
PANGANI POLICE STATION,36.8360283,-1.2699695,2013-08-14T00:00:00Z,14,NON INJURY,0,Nairobi,Starehe
PANGANI POLICE STATION,36.8360283,-1.2699695,2013-08-06T00:00:00Z,33,NON INJURY,0,Nairobi,Starehe
PANGANI POLICE STATION,36.8360283,-1.2699695,2013-08-05T00:00:00Z,14,INJURY,1,Nairobi,Starehe
KIKUYU POLICE STATION,36.6636128,-1.2433244,2013-08-23T00:00:00Z,62,BOTH,0,Kiambu,Kikuyu
PANGANI POLICE STATION,36.8360283,-1.2699695,2013-08-19T00:00:00Z,51,INJURY,1,Nairobi,Starehe
PANGANI POLICE STATION,36.8360283,-1.2699695,2013-08-14T00:00:00Z,51,NON INJURY,0,Nairobi,Starehe
KABETE POLICE STATION,36.7262163,-1.2624066,2013-08-21T00:00:00Z,14,NON INJURY,0,Nairobi,Westlands
PANGANI POLICE STATION,36.8360283,-1.2699695,2013-08-06T00:00:00Z,14,NON INJURY,0,Nairobi,Starehe
MAKUPA POLICE STATION,39.6582959,-4.0427702,2013-08-22T00:00:00Z,13,INJURY,2,NA,NA
NAKURU POLICE STATION HQ,36.1537013,-0.2891843,2013-08-22T00:00:00Z,14,NON INJURY,0,NA,NA
KAYOLE POLICE STATION,36.9261067,-1.2644254,2013-08-22T00:00:00Z,26,NON INJURY,0,Nairobi,Embakasi Central
KASARANI POLICE STATION,36.8932931,-1.2195671,2013-08-10T00:00:00Z,2,BOTH,2,Nairobi,Kasarani
PANGANI POLICE STATION,36.8360283,-1.2699695,2013-08-14T00:00:00Z,67,NON INJURY,0,Nairobi,Starehe
PANGANI POLICE STATION,36.8360283,-1.2699695,2013-08-10T00:00:00Z,51,NON INJURY,0,Nairobi,Starehe
MERU POLICE STATION,37.6521474,0.04736240000000001,2013-08-21T00:00:00Z,14,INJURY,1,NA,NA
PANGANI POLICE STATION,36.8360283,-1.2699695,2013-08-05T00:00:00Z,26,INJURY,1,Nairobi,Starehe
JUJA POLICE STATION,37.0176762,-1.1042346,2013-08-19T00:00:00Z,14,NON INJURY,0,Kiambu,Juja
KIKUYU POLICE STATION,36.6636128,-1.2433244,2013-08-09T00:00:00Z,14,INJURY,8,Kiambu,Kikuyu
MAKUYU POLICE STATION,37.1929479,-0.9066025,2013-08-18T00:00:00Z,51,INJURY,3,Murang'a,Maragwa
MERU POLICE STATION,37.6521474,0.04736240000000001,2013-08-15T00:00:00Z,25,INJURY,1,NA,NA
PARKLANDS POLICE STATION,36.8121049,-1.2652424,2013-08-24T00:00:00Z,33,NON INJURY,0,Nairobi,Westlands
PARKLANDS POLICE STATION,36.8121049,-1.2652424,2013-08-24T00:00:00Z,43,NON INJURY,0,Nairobi,Westlands
RONGAI POLICE STATION,36.7571639,-1.3968388,2013-08-19T00:00:00Z,51,INJURY,1,Kajiado,Kajiado North
LANGATA POLICE STATION,36.7420212,-1.3651286,2013-08-05T00:00:00Z,14,NON INJURY,0,Nairobi,Langata
NAKURU POLICE STATION HQ,36.1537013,-0.2891843,2013-08-22T00:00:00Z,14,INJURY,1,NA,NA
NAKURU POLICE STATION HQ,36.1537013,-0.2891843,2013-08-22T00:00:00Z,14,NON INJURY,0,NA,NA
CHANGAMWE POLICE STATION,39.6265878,-4.025462699999999,2013-08-26T00:00:00Z,13,INJURY,10,NA,NA
NJORO POLICE STATION,35.9449375,-0.3316265,2013-08-23T00:00:00Z,14,INJURY,1,NA,NA
OL KALOU POLICE STATION,36.37675,-0.27477,2013-08-14T00:00:00Z,14,INJURY,1,NA,NA
PANGANI POLICE STATION,36.8360283,-1.2699695,2013-08-24T00:00:00Z,14,NON INJURY,0,Nairobi,Starehe
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2013-08-24T00:00:00Z,14,NON INJURY,0,Nairobi,Starehe
ONGATA RONGAI POLICE POST,36.7571639,-1.3968388,2013-08-23T00:00:00Z,14,INJURY,1,Kajiado,Kajiado North
BURU BURU POLICE STATION,36.879342,-1.279412,2013-08-24T00:00:00Z,33,INJURY,1,Nairobi,Embakasi West
MAKUPA POLICE STATION,39.6582959,-4.0427702,2013-08-26T00:00:00Z,13,NON INJURY,0,NA,NA
PARKLANDS POLICE STATION,36.8121049,-1.2652424,2013-08-20T00:00:00Z,14,INJURY,1,Nairobi,Westlands
LANGATA POLICE STATION,36.7420212,-1.3651286,2013-08-25T00:00:00Z,14,NON INJURY,0,Nairobi,Langata
NAKURU POLICE STATION HQ,36.1537013,-0.2891843,2013-08-21T00:00:00Z,14,INJURY,1,NA,NA
PANGANI POLICE STATION,36.8360283,-1.2699695,2013-07-26T00:00:00Z,25,INJURY,1,Nairobi,Starehe
BOMET POLICE STATION,35.3355181,-0.7835025000000001,2013-08-24T00:00:00Z,33,NON INJURY,0,NA,NA
NJORO POLICE STATION,35.9449375,-0.3316265,2013-08-22T00:00:00Z,14,INJURY,1,NA,NA
NAKURU POLICE STATION HQ,36.1537013,-0.2891843,2013-08-21T00:00:00Z,11,INJURY,1,NA,NA
KISERIAN POLICE STATION,36.6880597,-1.4299649,2013-08-19T00:00:00Z,14,NON INJURY,0,Kajiado,Kajiado North
MUTHAIGA POLICE STATION,36.84323,-1.2593838,2013-05-19T00:00:00Z,14,NON INJURY,0,Nairobi,Mathare
MUTHAIGA POLICE STATION,36.84323,-1.2593838,2013-04-04T00:00:00Z,14,NON INJURY,0,Nairobi,Mathare
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2012-10-15T00:00:00Z,29,NON INJURY,0,Nairobi,Starehe
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2013-04-15T00:00:00Z,29,NON INJURY,0,Nairobi,Starehe
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2012-11-23T00:00:00Z,14,NON INJURY,0,Nairobi,Starehe
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2013-05-29T00:00:00Z,11,NON INJURY,0,Nairobi,Starehe
CENTRAL POLICE STATION-NAIROBI,36.8182285,-1.2794229,2013-07-08T00:00:00Z,14,NON INJURY,0,Nairobi,Starehe
