rowid,tweet,origCategory,Hour,Month,Weekday,Year,date,newCategory
2496, juja Road things... M  ,NA,8,11,Thursday,2017,11/2/17,NA
2497, Mombasa Road all the way to airtel issa 60kph_Ÿè‡_Ÿè‡ ,NA,8,11,Thursday,2017,11/2/17,NA
2498," along juja Road airforce, the last respect machine on road side flats....  ",NA,8,11,Thursday,2017,11/2/17,NA
2499, resilient Road machine... Isuzu the road magic..  ,NA,8,11,Thursday,2017,11/2/17,NA
2500," Thika Road,double smooth,double distilled they say. Btw am around NYS area. Alafu guess who you think when you see NYS ",NA,8,11,Thursday,2017,11/2/17,NA
2501, Thika rd looking nice today... Highway ni teke teke from Roast ,NA,8,11,Thursday,2017,11/2/17,NA
2502, na nani aliroga githurai  ,NA,21,11,Thursday,2017,11/2/17,NA
2503, langata rd traffic at a standstill. been at the Tmall roundabout for 10mins ,NA,8,11,Thursday,2017,11/2/17,traffic
2504, Thika road smooth than your favourite drink ,NA,8,11,Thursday,2017,11/2/17,NA
2505, Sewage burst hapo Landies Road around Muthurwa round-about stinking for two da ,NA,8,11,Thursday,2017,11/2/17,NA
2506," Kenyatta mbao, ngongroad 30 hamsini ngong ",NA,8,11,Thursday,2017,11/2/17,NA
2507, It is high time something s done on the Salgaa black spot. Maybe a specific route for the  ,NA,8,11,Thursday,2017,11/2/17,NA
2508," Moi avenue na tom mboya hamna streetlites,hawkers wamejaa tao takataka pia very unfortunate. ",NA,8,11,Thursday,2017,11/2/17,NA
2509, boda boda mourning their own at Muthangari drive heading to Lavington Mall.  ,NA,9,11,Thursday,2017,11/2/17,NA
2510,  ..are you guyz in Nairobi? Do you have an idea what is happening in the capital city? ,NA,9,11,Thursday,2017,11/2/17,NA
2511," If you in a hurry, avoid Mbagathi way at all cost. Free advice. ",NA,9,11,Thursday,2017,11/2/17,NA
2512, Mbagathi slow as trucks find their way up on the hill  ,NA,9,11,Thursday,2017,11/2/17,NA
2513, I've always wondered why these trucks aren't compelled to use Souther By pass ,NA,9,11,Thursday,2017,11/2/17,NA
2514, The truck is actually stalled on the hil blocking one way from  Riara Uni jun ,NA,9,11,Thursday,2017,11/2/17,NA
2515,      We have been having a challenge with relocation of services but ,NA,9,11,Thursday,2017,11/2/17,NA
2516,   What's wrong with you? Death of Kenyans due to a drivers ,NA,9,11,Thursday,2017,11/2/17,NA
2517,      So youâ€™re banning RCC? Why arenâ€™t they being penalised for poor ,NA,9,11,Thursday,2017,11/2/17,NA
2518," This is simply bad,  ,you need to do something Sir, we can't ",NA,9,11,Thursday,2017,11/2/17,NA
2519,       And what about the mess RCC has caused between Limuru Rd and We ,NA,9,11,Thursday,2017,11/2/17,traffic
2520, If the allsops juction is not sorted out kuna shida ,NA,9,11,Thursday,2017,11/2/17,NA
2521, Top of the hour feed sponsored by We deliver &amp; install batteries. #DialABattery on 0719080000  https://t.co/ZgR5MYpysc,NA,10,11,Thursday,2017,11/2/17,NA
2522," Slow but moving traffic on Jogoo Road, Mbotela, Nairobi, Kenya via Muthama",NA,10,11,Thursday,2017,11/2/17,traffic
2523, If potholes in the estates exist for years before they are repaired. A sink hole wou ,NA,10,11,Thursday,2017,11/2/17,NA
2524," Heavy traffic on Uhuru Highway, Madaraka Estate, Nairobi, Kenya via Muthama",traffic,10,11,Thursday,2017,11/2/17,traffic
2525, matatus blocking the junction of fedha road and outer-rring ziondolewe zinaleta jam. ,traffic,10,11,Thursday,2017,11/2/17,traffic
2526, does listening to music harm the maintenance free when on stationary car? ,NA,10,11,Thursday,2017,11/2/17,NA
2527," Slow but moving traffic on Uhuru Highway, Madaraka Estate towards Uhuru Highway, Nairobi Upper Hill via Muthama",NA,10,11,Thursday,2017,11/2/17,traffic
2528," Heavy traffic on Uhuru Highway, Central Business District, Nairobi, Kenya via Muthama",traffic,10,11,Thursday,2017,11/2/17,traffic
2529," Clear on Waiyaki Way, Chiromo, Nairobi, Kenya via Muthama",NA,10,11,Thursday,2017,11/2/17,NA
2530," Clear on Riverside Drive, Groganville Estate, Nairobi, Kenya via Muthama",NA,10,11,Thursday,2017,11/2/17,NA
2531," overtaking dangerously Thika rd, number plates??!!  ",NA,10,11,Thursday,2017,11/2/17,NA
2532, Mombasa road from Nyayo stadium to Gm inamove bila wasiwasi pande zote ,NA,11,11,Thursday,2017,11/2/17,NA
2533, Traffic on waiyaki way ,NA,11,11,Thursday,2017,11/2/17,traffic
2534," Along Mombasa road from tao the road is so slippery to all drivers vile.kuna_ drizzle , ",rain,11,11,Thursday,2017,11/2/17,rain
2535, jam starts from pipeline stage all the way up past Tajmall roundabout caused by embasava  ,traffic,11,11,Thursday,2017,11/2/17,traffic
2536," It is funny  to see a traffic cop at Fedha junction, right there a matatu is blocking  en ",NA,11,11,Thursday,2017,11/2/17,traffic
2537, Outering road starting from Cabanas to Kayole Junction nyweeee ,NA,11,11,Thursday,2017,11/2/17,NA
2538, A lady driving this car has just hit a young lady at a zebra ,NA,12,11,Thursday,2017,11/2/17,accident
2539, Heavy Rain At Mlolongo Be Cautious ,rain,12,11,Thursday,2017,11/2/17,rain
2540, Along Valley Rd near Daystar Uni and at Kenyatta Stage very norma ,NA,12,11,Thursday,2017,11/2/17,NA
2541, Cheaper solution for Salgaa area. Emergency escape lane for heavy ve Soares,NA,12,11,Thursday,2017,11/2/17,accident
2542, Is saying they are going to procure waste recyclin ,NA,12,11,Thursday,2017,11/2/17,NA
2543, Uhuru Highway towards Nyayo National Stadium is slow but moving. ,NA,13,11,Thursday,2017,11/2/17,NA
2544," Langata Road, at Nyayo National Stadium towards Madaraka is moving slowly. ",NA,13,11,Thursday,2017,11/2/17,NA
2545, This is 13 October 2017 Juja Road near MSF clinic a ,NA,13,11,Thursday,2017,11/2/17,NA
2546," Langata Road, Madaraka Roundabout towards T-Mall is flowing smoothly. ",NA,13,11,Thursday,2017,11/2/17,NA
2547,   Latest accident at salgaa shouldn't have happened had the matatu driver not ,accident,13,11,Thursday,2017,11/2/17,accident
2548, hows Jogoo Road? Anyone? ,NA,13,11,Thursday,2017,11/2/17,NA
2549," Sadly Nairobi CBD has become one huge hawkers market, no walkways, we ha ",NA,13,11,Thursday,2017,11/2/17,NA
2550, Mbagathi Way roundabout towards Wilson Airport is all smooth sailing. ,NA,13,11,Thursday,2017,11/2/17,NA
2551, Top of the hour feed sponsored by We deliver &amp; install batteries. #DialABattery on 0719080000  https://t.co/ZgR5MYpysc,NA,14,11,Thursday,2017,11/2/17,NA
2552," Ngong Rd flowing, someone seated next to me smelling extinguished ndom (bhang). _Ÿ˜¬ ",NA,14,11,Thursday,2017,11/2/17,NA
2553, Mandazi accident on kiambuu rd  ,accident,14,11,Thursday,2017,11/2/17,accident
2554, big up KAM Sacco along Mombasa rd big  ,NA,14,11,Thursday,2017,11/2/17,NA
2555, is it still clear? via Tech,NA,14,11,Thursday,2017,11/2/17,NA
2556," Heavy traffic on Ring Road Kileleshwa, Kileleshwa Estate, Nairobi, Kenya via Muthama",traffic,14,11,Thursday,2017,11/2/17,traffic
2557, empty jav the entire trip..ama hawa occupants paid for the empty seats.. ..  ,NA,14,11,Thursday,2017,11/2/17,NA
2559, CBD market.....&amp; the damn govenor is mum about this. The day th ,NA,14,11,Thursday,2017,11/2/17,NA
2560," All these ""clean water"" trucks on Ngong Rd...  ",NA,14,11,Thursday,2017,11/2/17,NA
2561," this man has proved that he is unprincipled,cunning and dishonest.What happ ",NA,15,11,Thursday,2017,11/2/17,NA
2563, Kijabe Street right before the heavens opened â˜”  ,NA,15,11,Thursday,2017,11/2/17,NA
2564, Earn over ksh.30000 weekly. Ask me how. 0718614880 (People within Nairobi) ,NA,15,11,Thursday,2017,11/2/17,NA
2565, Let people do business Shida yenyu Iko wapi kwani Nairobi c yao pia ,NA,15,11,Thursday,2017,11/2/17,NA
2566," Imani sacco shuttle need to respect other road users, bullies on the road.  ",NA,15,11,Thursday,2017,11/2/17,NA
2567, Mombasa rd at lukenya hills  watching from simba cement traff ,NA,15,11,Thursday,2017,11/2/17,NA
2568, Top of the hour feed sponsored by We deliver &amp; install batteries. #DialABattery on 0719080000  https://t.co/ZgR5MYpysc,NA,16,11,Thursday,2017,11/2/17,NA
2569, Governor sonko I am still perturbed by overflowing sewer along Jogoo road before city Sta ,NA,16,11,Thursday,2017,11/2/17,NA
2570, I can confirm. You've been warned.  ,NA,16,11,Thursday,2017,11/2/17,NA
2571, Back to blue skies! Kijabe Street shines â˜€  ,NA,16,11,Thursday,2017,11/2/17,NA
2572, No Zebra crossing ValleyRd.Female student hit by spe ,NA,16,11,Thursday,2017,11/2/17,accident
2573," at the ferry crossing,was lucky,the other guy wasn't  ",NA,16,11,Thursday,2017,11/2/17,NA
2574," Top of the hour feed sponsored by Mugg
&amp; Bean On-The-Move now open TOTAL Limuru Road!Welcome All",NA,17,11,Thursday,2017,11/2/17,NA
2575," A Police Car Has Hit A Boda Boda At Sultan Hamud, On Mombasa Road Hence Wananchi Blocking The Way ",NA,17,11,Thursday,2017,11/2/17,accident
2576, Mbagathi Way Ngong Road roundabout taking shape....  ,NA,17,11,Thursday,2017,11/2/17,NA
2577,Shitty under the Sun https://t.co/QZ6IAUrQR1,NA,17,11,Thursday,2017,11/2/17,NA
2578, Female Student knocked down.No marking at the Zebra  ,NA,17,11,Thursday,2017,11/2/17,NA
2579, when are they expanding mbs rd?that 65b for sgr shd be used to make this a superhighway ,NA,17,11,Thursday,2017,11/2/17,NA
2580, Mombasa road is just a parking lot! Free parking guys!! ,NA,17,11,Thursday,2017,11/2/17,NA
2581, Allsops not moving ,NA,10,11,Friday,2017,11/3/17,NA
2582, This day of Technology this book should obsolete  ,NA,17,11,Thursday,2017,11/2/17,NA
2583," Tom Mboya street and Moi Avenue, are nothing but a mess or call it Hawking hell, can so ",NA,17,11,Thursday,2017,11/2/17,traffic
2584, Have you people noticed how the new KCN*** Plates look so kienyeji. As if they are free hand written. ,NA,17,11,Thursday,2017,11/2/17,NA
2585," Hawkers are a sort of ""Occupy Nairobi"" movement. Today they claimed part of Kamathi Stree ",NA,17,11,Thursday,2017,11/2/17,NA
2586, Poor learner in a golf who has been guided by a traffic cop into a self inflicted acci ,NA,17,11,Thursday,2017,11/2/17,traffic
2587, Is there any org. that preserves old buildings in Nairobi? Saw one been earmarked fo ,NA,17,11,Thursday,2017,11/2/17,NA
2588, Top of the hour feed sponsored by Power hungry car meets its match; Chloride Exide Powerlast.  https://t.co/ZgR5MYpysc,NA,18,11,Thursday,2017,11/2/17,NA
2589, The situation on Thika Rd     thick and so wet  ,NA,18,11,Thursday,2017,11/2/17,NA
2591, Thika road from town jam at Muthaiga. Slow but moving. ,traffic,18,11,Thursday,2017,11/2/17,traffic
2592," Zebra crossings ignored by motorists. Eg. At Kapa and mlolongo crossings, pedestria ",NA,18,11,Thursday,2017,11/2/17,NA
2593, Meanwhile hawkers have taken over CBD &amp; cows have taken over our roads ,NA,18,11,Thursday,2017,11/2/17,NA
2594, what is the traffic status along Mombasa road from town? ,NA,18,11,Thursday,2017,11/2/17,traffic
2595, This garbage heap at Majengo-Gikomba junction is slowing down traffic flow.  ,NA,18,11,Thursday,2017,11/2/17,traffic
2596, today is smooth 20min from nyayo to cabanas. ,NA,18,11,Thursday,2017,11/2/17,NA
2597," there is a group of street kids harassing motorists on Kenyatta Avenue, just ",NA,18,11,Thursday,2017,11/2/17,NA
2598, and these are not small kids... grown men ,NA,18,11,Thursday,2017,11/2/17,NA
2599, also harassing guys alighting from busses at the same spot. For how long Mhe ,NA,18,11,Thursday,2017,11/2/17,NA
2600, Tonight Nairobi - Mostly cloudy. Winds E to ENE at 11.3 to 14.5kph. The overnight low will 14.4Â°C. Keep warm... ,NA,18,11,Thursday,2017,11/2/17,NA
2601, Good people   how is traffic from Upper Hill to Westy??? ,NA,18,11,Thursday,2017,11/2/17,traffic
2602," Light traffic on Mombasa rd frm Capital Centre, Bellevue 2near Cabanas ",NA,19,11,Thursday,2017,11/2/17,traffic
2603, The traffic in Mombasa ndiyo Mama yao ,NA,19,11,Thursday,2017,11/2/17,traffic
2604, Heavy traffic on Mbagathi way frm Kenyatta Hs Rnd-abt 2Tmall Rnd-abt ,traffic,19,11,Thursday,2017,11/2/17,traffic
2605, Traffic on Waiyaki way frm Lions place 2Kangemi area ,NA,19,11,Thursday,2017,11/2/17,traffic
2606, thika road ni thicker road leo ,NA,19,11,Thursday,2017,11/2/17,NA
2607, Eastleigh 1st Avenue no go zone ..no police around ,NA,19,11,Thursday,2017,11/2/17,NA
2608, minor accident on Haile Sellasie avenue near shell ,accident,19,11,Thursday,2017,11/2/17,accident
2609, Traffic Update: Traffic along Thika Superhighway starts at Muthaiga. Avoid service lane ,NA,19,11,Thursday,2017,11/2/17,traffic
2611, Mombasa road is a mess.. ,NA,19,11,Thursday,2017,11/2/17,traffic
2612, Heavy traffic &amp; traffic on Thika rd frm Muthaiga area 2Homeland ,traffic,19,11,Thursday,2017,11/2/17,traffic
2613, busy namanga rd at kitengela cbd police officers on duty big _Ÿ‘†  ,NA,19,11,Thursday,2017,11/2/17,NA
2614, It's traffic everywhere in Eastlands and Jogoo Road is at a standstill. ,NA,19,11,Thursday,2017,11/2/17,traffic
2615, Tell mh this is also politicaly instigated.this is CBD latema rd.Sonko as your governor  ,NA,20,11,Thursday,2017,11/2/17,NA
2616, Bad accident on the Kileleshwa RingRoad By pass near St. Austins School Lavington. please help get ambulances here. ,accident,20,11,Thursday,2017,11/2/17,accident
2617, outering kariobangi buru...  ,NA,20,11,Thursday,2017,11/2/17,NA
2618, along outering caltex.  ,NA,20,11,Thursday,2017,11/2/17,NA
2619, Anyone with info on whatâ€™s happening at Mai Mahiu? ,NA,20,11,Thursday,2017,11/2/17,NA
2620," What's up with the sirens ? Fire, accident? Going towards Kileleshwa. ",accident,20,11,Thursday,2017,11/2/17,accident
2621, We are flowing well at Thika Superhighway God guide us all. ,NA,20,11,Thursday,2017,11/2/17,NA
2622,   Bad accident on the Kileleshwa RingRoad By pass near St. Austins School Lavington. ,accident,20,11,Thursday,2017,11/2/17,accident
2623, fatal accident near St. Austine school ,accident,21,11,Thursday,2017,11/2/17,accident
2624," along namanga rd at kitengela it's slippery plz don't overspeed,, safety first ",rain,21,11,Thursday,2017,11/2/17,rain
2625, heavy traffic here at Un Avenue gigiri ,traffic,21,11,Thursday,2017,11/2/17,traffic
2626, It'll be Scattered Thunderstorms tomorrow in Nairobi! With a high of 24Â°C and a low of 15Â°C. #Weather ,NA,21,11,Thursday,2017,11/2/17,NA
2627, Moi Avenue is looking like this.  ,NA,21,11,Thursday,2017,11/2/17,NA
2628, This pole almost messed me up. It's along Machakos - Wote Rd. ,NA,21,11,Thursday,2017,11/2/17,NA
2629,   Ok.so kidero left hawkers in town n sonko is yet to clear them.Nonsense ,NA,21,11,Thursday,2017,11/2/17,NA
2630, #KBN391L very reckless driver will cause an accident if not stopped.  ,accident,21,11,Thursday,2017,11/2/17,accident
2631," Accident on Luka Crescent Road, Makadara, Nairobi, Kenya via Muthama",accident,21,11,Thursday,2017,11/2/17,accident
2632, Buru Mathree Causes Accident via Muthama,accident,21,11,Thursday,2017,11/2/17,accident
2633," This is crazy......Nairobi is the capital city nt to mention....am sure the jam,uchafu na makelele hawess mek ",traffic,21,11,Thursday,2017,11/2/17,traffic
2634, if Mombasa road's jam gets to you you should probably leave town after 9. ,traffic,21,11,Thursday,2017,11/2/17,traffic
2635, yes we're gonna call you out for thi ,NA,0,11,Friday,2017,11/3/17,NA
2636," CBD is a mess with hawkers all over, street kids n street families everywhere ",NA,2,11,Friday,2017,11/3/17,traffic
2637, The City's CBD now looks likes GEKOMBA MARKET on a mark ,NA,5,11,Friday,2017,11/3/17,NA
2638, Today Nairobi - Mostly cloud with a high of 23.9Â°C. Winds ESE to E at 6.4 to 14.5kph...have a cool day... ,NA,6,11,Friday,2017,11/3/17,NA
2639, Ruaka bypass Junction is where your breakfast has stalled. Drive carefully  ,NA,6,11,Friday,2017,11/3/17,NA
2640, Accident at Ruaka Limuru road-By pass junction. Drive carefully ,accident,6,11,Friday,2017,11/3/17,accident
2641, Thika Road heading to town from Homeland Inn ni nyweeeeeee! Cc ,NA,6,11,Friday,2017,11/3/17,NA
2642, thikaroad today we are sliding all the way to town. No traffic _Ÿ˜‰_Ÿ˜‰ ,NA,6,11,Friday,2017,11/3/17,traffic
2643, how is the security of vehicles from nairobi to western ,NA,6,11,Friday,2017,11/3/17,NA
2644," Thika Rd Breakfast Gets Heavy, A Festive Bread Lorry Involved In An Accident, Sasa Ya Mazi ",accident,6,11,Friday,2017,11/3/17,accident
2645, Traffic Update: This is Bunyala Rd towards Upper Hill ,NA,6,11,Friday,2017,11/3/17,traffic
2646," Mombasa Road has never been this clear, is everything okay huko mbele? ",NA,6,11,Friday,2017,11/3/17,NA
2647, Top of the hour feed sponsored by We deliver &amp; install batteries. #DialABattery on 0719080000  https://t.co/ZgR5MYpysc,NA,7,11,Friday,2017,11/3/17,NA
2648," Wow! Haileselssie, Uhuru highway moving so nice &amp; easy ",NA,7,11,Friday,2017,11/3/17,NA
2649, This is Aerodrome Rd towards Bunyala Rd R/about  ,NA,7,11,Friday,2017,11/3/17,NA
2650, #KAV596U KILETON give it up for this driving who had to intervene and help a lady stra ,NA,7,11,Friday,2017,11/3/17,NA
2651, Traffic Update:Taifa Road in City centre  ,NA,7,11,Friday,2017,11/3/17,traffic
2652," As has become routine on Langata Road inbound at this time, free flowing towards the flyover. ",NA,7,11,Friday,2017,11/3/17,NA
2653, namanga rd at epz junction near kitengela police station  ,NA,7,11,Friday,2017,11/3/17,NA
2654, Thika road is very kind today! ,NA,7,11,Friday,2017,11/3/17,NA
2655," For three days now, Ngong Road has been too kind to us. No Jam, esp between Karen Bypass and Junction ",traffic,7,11,Friday,2017,11/3/17,traffic
2656, Thika road to tao ni Nyweeee. No hitch so far. Kwa super metro. ,NA,7,11,Friday,2017,11/3/17,NA
2657," Another one is Jogoo Road,, but jogoo road is cursed, hakukosangi traffic  ",NA,7,11,Friday,2017,11/3/17,traffic
2658, #Donholm using Lungalunga rd via Likoni-Jogoo is moving. ,NA,7,11,Friday,2017,11/3/17,NA
2659, Traffic Update:Moi Avenue build up ,NA,7,11,Friday,2017,11/3/17,traffic
2660," today Superhighway woke up with the right leg, good mood. ",NA,7,11,Friday,2017,11/3/17,NA
2661," Nimeambia slay queen aguze wasee hapo mbele walipe fare, ameguza hadi dere. ",NA,7,11,Friday,2017,11/3/17,NA
2662, Thika rd highway kuna jam but service lane is nywee... ,traffic,7,11,Friday,2017,11/3/17,traffic
2663, someone fooled us on Thika Rd - Allsops _Ÿ˜«  ,NA,7,11,Friday,2017,11/3/17,NA
2664, actually its like all the footpaths were created for business pple like ,NA,7,11,Friday,2017,11/3/17,NA
2665, Expect tailbacks on Msa rd outbound. Accident involving two trucks and a Forester at GM ,accident,7,11,Friday,2017,11/3/17,accident
2666, Our psv stopped by police at cabanas.we had paid our fare.conductors speed off now  ,NA,7,11,Friday,2017,11/3/17,NA
2667, It is quite slow at Weston Hotel towards T-Mall. ,NA,7,11,Friday,2017,11/3/17,NA
2668, Mombasa rd at simba cement traffic is flowing smoothly both lines  ,NA,7,11,Friday,2017,11/3/17,traffic
2669, Thika road at Muthaiga slow but moving. Service lane at stand still.  ,NA,7,11,Friday,2017,11/3/17,NA
2670, Thika road at Muthaiga habari ndio hiyo.  ,NA,7,11,Friday,2017,11/3/17,NA
2671," Langata Road at Mbagathi way roundabout towards Madaraka requires lots of patience, it is barely moving. ",NA,7,11,Friday,2017,11/3/17,NA
2672, Totally disappointed. Reported an accident and was ask 1st how i intend to pay ,accident,7,11,Friday,2017,11/3/17,accident
2673, Totally disappointed.Reported an accident and was ask 1st how i intend to pay  ,accident,7,11,Friday,2017,11/3/17,accident
2674," since the opening  of manyanja  bridge am taking about 30min to get home from stadi, ",NA,7,11,Friday,2017,11/3/17,NA
2675, Top of the hour feed sponsored by We deliver &amp; install batteries. #DialABattery on 0719080000  https://t.co/ZgR5MYpysc,NA,8,11,Friday,2017,11/3/17,NA
2676,   Its funny how people like to make excuses for a leader who i ,NA,8,11,Friday,2017,11/3/17,NA
2678, Nyayo National Stadium towards Bunyala Road Roundabout is held up. ,NA,8,11,Friday,2017,11/3/17,NA
2679, Bunyala Rd roundabout towards Haile Selassie roundabout is a bit held up. ,NA,8,11,Friday,2017,11/3/17,NA
2680, off komarocks estates kagundo Road  ,NA,8,11,Friday,2017,11/3/17,NA
2681, along komarocks Road dandora route...  ,NA,8,11,Friday,2017,11/3/17,NA
2682, The roads in Umoja look more like rivers right now ,NA,8,11,Friday,2017,11/3/17,NA
2683, I swear one day I'll die from all the horrid smells in these Forward buses. ,NA,8,11,Friday,2017,11/3/17,NA
2684, along komarocks high way area  ,NA,8,11,Friday,2017,11/3/17,NA
2685, Some touts need to take shower....the change they give back smell like hell ,NA,8,11,Friday,2017,11/3/17,NA
2686, Slow Traffic from Utalii College heading to Town. Furahi Day ,traffic,8,11,Friday,2017,11/3/17,traffic
2687, total petrol station dandora  ,NA,8,11,Friday,2017,11/3/17,NA
2688, The after effects of potholes  ,NA,8,11,Friday,2017,11/3/17,NA
2689, Moi avenue is so interesting ,NA,8,11,Friday,2017,11/3/17,NA
2690, kariobangi as from Koch bridge to roundabout outering  ,NA,8,11,Friday,2017,11/3/17,NA
2691," Stima ikalost, phone, alarm off,unajiskia 7am prepare mbio ata brekko hautake then unapata ",NA,8,11,Friday,2017,11/3/17,NA
2692, #FBF....an old pic of mombasa road  ,NA,8,11,Friday,2017,11/3/17,NA
2693, Marvelous shuttle plying komaroks are cons..they say 50bob ukipanda they charge 80bob ,NA,8,11,Friday,2017,11/3/17,NA
2694, Jam on Waiyaki way starts at Uthiru  ,traffic,9,11,Friday,2017,11/3/17,traffic
2695, I feel you Bro via Muthama,NA,9,11,Friday,2017,11/3/17,NA
2696, Thika road free flowing to Globe ,NA,9,11,Friday,2017,11/3/17,NA
2697," Heavy traffic on Outer Ring Road, Allsops, Nairobi, Kenya via Muthama",traffic,9,11,Friday,2017,11/3/17,traffic
2698, I dream of a day tutakuwa tunanunua mutura Kencom na kutakuwa na vibanda hapo nje ya City hall. Asante ,NA,9,11,Friday,2017,11/3/17,NA
2699, This stretch under construction on Ngong road is a disaster in waiting *at night. ,NA,10,11,Friday,2017,11/3/17,accident
2700," Top of the hour feed sponsored by Mugg
&amp; Bean On-The-Move now open TOTAL Limuru Road!Welcome All",NA,10,11,Friday,2017,11/3/17,NA
2701," vehicles come into the country without reflectors &amp; chevrons, why does asks us to put them? ",NA,10,11,Friday,2017,11/3/17,NA
2702, waiyaki way what's up?  ,NA,10,11,Friday,2017,11/3/17,NA
2703, help me to amplify this message:There is an urgent blood appeal(O negative)for Marcella Mb ,NA,10,11,Friday,2017,11/3/17,NA
2704, The Notorious place CBD ni Moi Avenue.. ,NA,10,11,Friday,2017,11/3/17,NA
2705, LOL  ,NA,10,11,Friday,2017,11/3/17,NA
2706, So embarrassing imagine this is our capital city.  ,NA,10,11,Friday,2017,11/3/17,NA
2707," Hawkers are everywhere, on outering road wako right on the roundabout of juja rd. No ",NA,10,11,Friday,2017,11/3/17,NA
2708," American school buses are yellow coz humans see yellow faster than any other color, helps in avoiding accidents ",accident,10,11,Friday,2017,11/3/17,accident
2710," The consequences of electing populist leaders. Anyway,  how much is Minji 1kg? ",NA,11,11,Friday,2017,11/3/17,NA
2711, Lol! They should come see what happens on Outer Ring as well. ,NA,11,11,Friday,2017,11/3/17,NA
2712,      Well i think so too. They should then tell us pedestria ,NA,11,11,Friday,2017,11/3/17,NA
2713, speed cops opposite nairobi school waiyaki way. ,NA,11,11,Friday,2017,11/3/17,NA
2714," Mombasa Jam has got no solutions,it's a jam city,work here is staying on jam. ",traffic,11,11,Friday,2017,11/3/17,traffic
2715,    Human zoo. LOL. Even bales are nowadays opened on these st ,NA,11,11,Friday,2017,11/3/17,NA
2716, It is mission impossible. If you decide to walk on the road there are m ,NA,11,11,Friday,2017,11/3/17,NA
2717, nyayo to town is hell.....its like a parking lot! ,NA,11,11,Friday,2017,11/3/17,NA
2718, State House Avenue Road in a big mess. Gov Is someon ,NA,12,11,Friday,2017,11/3/17,traffic
2719, Raining heavily in machakos   people causing traffic on shops corridors. ,rain,12,11,Friday,2017,11/3/17,traffic
2720, #FixNairobi  ,NA,12,11,Friday,2017,11/3/17,NA
2721," the town is filthy boss River Road,Eastleigh,juja road,Huruma and envir ",NA,12,11,Friday,2017,11/3/17,NA
2722," Nairobi's most dangerous roads by rank
1. Thika rd
2. Mombasa  ",NA,12,11,Friday,2017,11/3/17,NA
2723, but there are not enough foot bridges even in the new outering rd.. the ,NA,12,11,Friday,2017,11/3/17,NA
2725, Hi peeps..  How is Msa rd inbound looking like? ,NA,12,11,Friday,2017,11/3/17,NA
2726,"    uuuiii that was a bombshell..I agree if you can't change ,bear it. ",NA,12,11,Friday,2017,11/3/17,NA
2727," EARLY MORNING ACCIDENT
TAHMEED Bus at MIASENYI , VOI , MOMBASA RD  ",accident,12,11,Friday,2017,11/3/17,accident
2728, Mombasa road from Capital center to Panari inamove cool both sides ,NA,12,11,Friday,2017,11/3/17,NA
2729, It is Friday #TEAMCHANGE at remember ZERO ALCOHOL AT THE STEERING WHEEL ,NA,13,11,Friday,2017,11/3/17,NA
2731, Police Wa langata traffic: Wananitambua ni operation kumbe wanakula ongo hapa junction ya uchumi Mombasa Road ,NA,13,11,Friday,2017,11/3/17,traffic
2732," The flow is slow at Uhuru Highway towards Nyayo National Stadium, slippery driving surface. ",rain,13,11,Friday,2017,11/3/17,rain
2733, Driving in Nairobi is mental. I drove my sister's LR V8 juzi on Thika Road and guys ,NA,13,11,Friday,2017,11/3/17,NA
2735," Mombasa road outbound traffic beginning airtel, lets see how far it goes. ",NA,13,11,Friday,2017,11/3/17,traffic
2736," Get your guys off Mombasa Rd, Airtel. Enough accidents already.   Footbridge please. ",accident,13,11,Friday,2017,11/3/17,accident
2737, The traffic mess in Downtown Nairobi  ,NA,13,11,Friday,2017,11/3/17,traffic
2738, Tree branch falls along Kirigiti Ruiru road. Clearing ongoing  ,NA,13,11,Friday,2017,11/3/17,NA
2739," Other than cows on the road at Nyayo National Stadium, Langata Road is flowing smoothly towards Madaraka. ",NA,13,11,Friday,2017,11/3/17,NA
2740," Top of the hour feed sponsored by Mugg
&amp; Bean On-The-Move now open TOTAL Limuru Road!Welcome All",NA,14,11,Friday,2017,11/3/17,NA
2741, Downpour       Muthaiga drift incoming CBD  ,NA,14,11,Friday,2017,11/3/17,NA
2742, Madaraka Roundabout towards T-Mall is flowing smoothly. ,NA,14,11,Friday,2017,11/3/17,NA
2743, Uhuru highway not really bad..the traffic is flowing slowly though ,NA,14,11,Friday,2017,11/3/17,traffic
2744, Mombasa Road from Level 7  ,NA,14,11,Friday,2017,11/3/17,NA
2745, Langata Road is all smooth sailing at the Mbagathi way roundabout towards Wilson Airport. ,NA,14,11,Friday,2017,11/3/17,NA
2746, Accident Mlolongo towards town  ,accident,14,11,Friday,2017,11/3/17,accident
2747, Rain in Nairobi ....  ,rain,14,11,Friday,2017,11/3/17,rain
2748, 43 mins between museum hill and St. Paulâ€™s round about. Avoid! ,NA,14,11,Friday,2017,11/3/17,NA
2749, Happening now at Mombasa Road pale ICC  Church       . Kuoshana  ,NA,14,11,Friday,2017,11/3/17,NA
2750, Let's paint all cars in yellow :p via Soares,NA,14,11,Friday,2017,11/3/17,NA
2751," Langata Road, outbound, slows down at the Carnivore entrance. ",NA,15,11,Friday,2017,11/3/17,NA
2752," Matatu culture shock... from the thika road route to jogoo road route

Dj booth ndio imekosekana hapa. ",NA,15,11,Friday,2017,11/3/17,NA
