"","id","tweet","accident_truth","latitude_truth","longitude_truth","street_name_c1","street_name_c2","landmark_c1","landmark_c2"
"1387","coderoundtwo_756","21:25 BREAKING NEWS: Scores of people are feared dead in a grisly road accident on Thika-Garrisa highway...cc:â€¦ https://t.co/tGPC17ojZs","Yes",NA,NA,"Thika-Garissa highway","Thika-Garrisa highway","None","None"
"1388","coderoundtwo_757","21:33 It saddens me that even with accident news so loud and recurent, psv drivers havent changed an inch in impatiâ€¦ https://t.co/S5amypsUgg","No",NA,NA,NA,NA,NA,NA
"1389","coderoundtwo_758","21:42 11 passengers dead after a head on-collision between a matatu and a lorry on Thika-Garissa road on Sunday nigâ€¦ https://t.co/NpAt8VY0lv","Yes",NA,NA,"Thika-Garissa Road","Thika-Garissa road","None","None"
"1390","coderoundtwo_759","21:50 @PRSA_Roadsafety @SafeWayRightWay @roadsvolunteer @SafeDrivingKE : Accident situation.., real fear : Today weâ€¦ https://t.co/lon2Kb3UhZ","No",NA,NA,NA,NA,NA,NA
"1391","coderoundtwo_760","Another accident oh my goodness.","Yes",NA,NA,"None","None","None","None"
"1392","coderoundtwo_761","15 people reported dead in a grisly accident along Thika Garissa highway after a collision between a Matatu and a lâ€¦ https://t.co/X6Gx6Bjmmc","Yes",NA,NA,"Thika-Garissa highway","Thika-Garissa highway","None","None"
"1393","coderoundtwo_762","@mungack1 @KenyanTraffic @SafeWayRightWay @KenyaRedCross @kenyanpt Kenyans really don't care about road safety. It'â€¦ https://t.co/KAYtNLknde","No",NA,NA,NA,NA,NA,NA
"1394","coderoundtwo_763","Road accident along Thika-Garissa Road involving a passenger vehicle and a lorry. Casualties evacuated to Thika Hosâ€¦ https://t.co/R2y64XKBrM","Yes",NA,NA,"Thika-Garissa Road","Thika-Garissa Road","None","None"
"1395","coderoundtwo_764","00:01 From the accidents reported involving 7L/9L-TOYOTA MATATUS something needs to be done,can this vehicles be prâ€¦ https://t.co/31fnpHwhAX",NA,NA,NA,NA,"None",NA,"None"
"1396","coderoundtwo_765","06:50 @Hot_96Kenya @QwetuRadio @GhettoRadio895 @984inthemorning @ntsa_kenya @NPSOfficial_KE  an accident just happeâ€¦ https://t.co/6utf7ZqFJF","Yes",NA,NA,"None","None","None","None"
"1397","coderoundtwo_766","06'52 @SafeWayRightWay @EMS_Kenya @PRSA_Roadsafety @QwetuRadio @GhettoRadio895  Bad accident at Ruai bypass just paâ€¦ https://t.co/IjjwY2913d","Yes",-1.164648,36.957227,"No","Ruai bypass","Ruai bypass","None"
"1398","coderoundtwo_767","07:07 @Classic105Kenya @ItsMainaKageni yesterdays accident at kilimambogo on Thika- Garissa highway ..almost everyoâ€¦ https://t.co/Vo9OLl53ot","Yes",NA,NA,"Thika-Garissa highway","Thika-Garissa highway","Kilimambogo","Kilimambogo"
"1399","coderoundtwo_768","07:35 Replying to @jeffoyowo @KenyanTraffic
Most accidents are caused by a rider,can the law allow to smash a riderâ€¦ https://t.co/1uiDqGl6Ht","No",NA,NA,NA,NA,NA,NA
"1400","coderoundtwo_769","07:45 @ntsa_kenya Accidents....blame the indisciplined drivers who disobey traffic rules with impunity, take 'one'â€¦ https://t.co/AV3fkMipRe","No",NA,NA,NA,NA,NA,NA
"1401","coderoundtwo_770","08:45 @ntsa_kenya  A road accident in Kenya is 80% more likely to kill you than heart disease and 20% more than a sâ€¦ https://t.co/PM43qEcgJA","No",NA,NA,NA,NA,NA,NA
"1402","coderoundtwo_771","08:47 Yet another grisly road accident at Molo, Nakuru - Eldoret highway. @GhettoRadio895 @PRSA_Roadsafetyâ€¦ https://t.co/z1MKSRDPb4","Yes",NA,NA,"nakuru-eldoret highway","Nakuru - Eldoret highway","None","Molo"
"1403","coderoundtwo_772","@KenyanTraffic @jameniwatu We must learn to #sharetheroadsafely and avoid these preventable crashes, injuries and deaths.","No",NA,NA,NA,NA,NA,NA
"1404","coderoundtwo_773","Eight people taken to Molo sub- county Hospital by @Ems_Kenya &amp; other response teams following a road accident at Mâ€¦ https://t.co/R21g3hcGRP","Yes",NA,NA,"None","None","Molo sub-county Hospital","None"
"1405","coderoundtwo_774","09:04 @motoristsoffice @PRSA_Roadsafety @UsalamaW  @KenyanTraffic another accident nakuru eldoret highway injuriesâ€¦ https://t.co/S7a2sPW9Ql","Yes",NA,NA,"nakuru-eldoret highway","nakuru eldoret highway","None","None"
"1406","coderoundtwo_775","09:09 Eight people taken to Molo sub- county Hospital by @Ems_Kenya &amp; other response teams following a road accidenâ€¦ https://t.co/KotsHfoBwL","Yes",NA,NA,"None","None","Molo sub-county hospital","None"
"1407","coderoundtwo_776","@citizentvkenya Latest NTSA road crash data (as 14 Dec) 676 riders and pillion passengers have died on our roads - https://t.co/K1A3Fqywj2","No",NA,NA,NA,NA,NA,NA
"1408","coderoundtwo_777","09:56 27 lives LOST in 24 hours! Kenya roads are a national disaster. The SYSTEM has failed. @ntsa_kenya @PoliceKEâ€¦ https://t.co/60xR6uREss","No",NA,NA,NA,NA,NA,NA
"1409","coderoundtwo_778","@karugawanjuguna @Ma3Route @ntsa_kenya @KenyanTraffic He is, but that is after he hit something and destroyed the the windscreen","No",NA,NA,NA,"None",NA,"None"
"1410","coderoundtwo_779","Ever Wondered How Those Emergency Exists Work In Airplanes? ðŸ‘‰ 
VIA @Gidi_Traffic https://t.co/nm0R5wqjOl","No",NA,NA,NA,NA,NA,NA
"1411","coderoundtwo_780","@ntsa_kenya is also testing a new technology to link vehicle number plates in a bid to reduce road accidents.","No",NA,NA,NA,NA,NA,NA
"1412","coderoundtwo_781","Death toll from Thika accident rises to 17 - https://t.co/aWF7v7axaB https://t.co/VqpgkWPgdR @KENYANTRAFFIC","Yes",NA,NA,"Thika road","None","None","None"
"1413","coderoundtwo_782","How is outering Road?","No",NA,NA,NA,NA,NA,NA
"1414","coderoundtwo_783","Mombasa Road from Cabanas to GM moving slowly","No",NA,NA,NA,NA,NA,NA
"1415","coderoundtwo_784","usual 50kph congregation at Nairobi School outbound.","No",NA,NA,NA,NA,NA,NA
"1416","coderoundtwo_785","Once upon a time...na saa hio ni Christmas Day na tape ni ya jirani...butterflies","No",NA,NA,NA,NA,NA,NA
"1417","coderoundtwo_786","A breakdown is on its side, outside Uhuru Gardens on Langata","No",NA,NA,NA,NA,NA,NA
"1418","coderoundtwo_787","Msa rd inbound and outbound Mambo inakaa difficult small","No",NA,NA,NA,NA,NA,NA
"1419","coderoundtwo_788","Appreciating this guys...the hustle is real! In other news.. momb","No",NA,NA,NA,NA,NA,NA
"1420","coderoundtwo_789","Mombasa Road is clear no traffic if your heading to airport.","No",NA,NA,NA,NA,NA,NA
"1421","coderoundtwo_790","speed cops after AP utawala ,(inbound) maintain 50kmph","No",NA,NA,NA,NA,NA,NA
"1422","coderoundtwo_791","Demonstration in town teargas canister all over avoid Kenyatta avenue uhuru park","No",NA,NA,NA,NA,NA,NA
"1423","coderoundtwo_792","With guaranteed staying power, Chloride Exide Powerlast is the premium battery for drivers keen on reliability and‰Û_ https://t.co/LPAa1JEPZ2","No",NA,NA,NA,NA,NA,NA
"1424","coderoundtwo_793","Mbagathi road outbound kameshikana.","No",NA,NA,NA,NA,NA,NA
"1425","coderoundtwo_794","Langata road moving all the way up to Tmall.what a nice time to drive","No",NA,NA,NA,NA,NA,NA
"1426","coderoundtwo_795","situation on Msa Rd. Wakamba wametoka ushago. Asii!","No",NA,NA,NA,NA,NA,NA
"1427","coderoundtwo_796","Herd of cows _Ùã_Ùã_Ùã crossing Waiyaki Way near Safaricom. Traffic moo-ving slowly","No",NA,NA,NA,NA,NA,NA
"1428","coderoundtwo_797","EARLIER :Landhies road into town I wonder if Gov te","No",NA,NA,NA,NA,NA,NA
"1429","coderoundtwo_798","University way round about jam building up.","No",NA,NA,NA,NA,NA,NA
"1430","coderoundtwo_799","Crazy traffic on Enterprise and Likoni Rd junction.
Avoid at all cost.","No",NA,NA,NA,NA,NA,NA
"1431","coderoundtwo_800","- Mbagathi towards T-mall - Messed","No",NA,NA,NA,NA,NA,NA
"1432","coderoundtwo_801","Traffic jam at the escarpment heading towards Mai Mahiu!! Standstill.","No",NA,NA,NA,NA,NA,NA
"1433","coderoundtwo_802","#KCJ745X Kenya Mpya bus blockin munyu rd for 20 minutes","No",NA,NA,NA,NA,NA,NA
"1434","coderoundtwo_803","I still don't understand why Kenyan drivers don't make use of indicators!!","No",NA,NA,NA,NA,NA,NA
"1435","coderoundtwo_804","how is Mombasa Road","No",NA,NA,NA,NA,NA,NA
"1436","coderoundtwo_805","How si enterprise rd","No",NA,NA,NA,NA,NA,NA
"1437","coderoundtwo_806","#GKB956K do GK cars have overlapping immunity? on 2nd Parklands #kot","No",NA,NA,NA,NA,NA,NA
"1438","coderoundtwo_807","#NgongRoad at #TheJunction
How do you run lanes paintwork during rush hour, with rain on the way?","No",NA,NA,NA,NA,NA,NA
"1439","coderoundtwo_808","Have you ever seen a GK vehicle arrested and being taken to a police stat","No",NA,NA,NA,NA,NA,NA
"1440","coderoundtwo_809","Is this handle active do they ever respond to any tweet?? if they do whats the response rate 2yrs??","No",NA,NA,NA,NA,NA,NA
"1441","coderoundtwo_810","Argwings kodhek ilirogwa Na nani coz jam haiishi?","No",NA,NA,NA,NA,NA,NA
"1442","coderoundtwo_811","dedicated to all slay queens","No",NA,NA,NA,NA,NA,NA
"1443","coderoundtwo_812","Awful traffic mess on Nanyuki and Lungalunga Roads The overlapping sickos are making thinks harder.","No",NA,NA,NA,NA,NA,NA
"1444","coderoundtwo_813","What's causing the snarl up at Langata Road inbound?","No",NA,NA,NA,NA,NA,NA
"1445","coderoundtwo_814","ojijo road into westlands is a mess. 1St parklands avenue too","No",NA,NA,NA,NA,NA,NA
"1446","coderoundtwo_815","awful traffic on Ngong Road! we ain't moving at all,I shld start walking coz that's the only way forward","No",NA,NA,NA,NA,NA,NA
"1447","coderoundtwo_816","Mombasa road, inbound and outbound looks mad.... Especially at this airtel area","No",NA,NA,NA,NA,NA,NA
"1448","coderoundtwo_817","Traffic gitanga -james gichuru junction road construction assurance diversion","No",NA,NA,NA,NA,NA,NA
"1449","coderoundtwo_818","Traffic Update: _Ù__ Thika Superhighway at Drive Inn towards Survey.","No",NA,NA,NA,NA,NA,NA
"1450","coderoundtwo_819","maii mahiu-escarpment: Nairobi bound drivers advising to turn use Naivasha route!","No",NA,NA,NA,NA,NA,NA
"1451","coderoundtwo_820","Situation on Ngong Road?","No",NA,NA,NA,NA,NA,NA
"1452","coderoundtwo_821","Traffic Update: Thika superhighway at Utalii, clear. Drizzles_ÙÎ¤","No",NA,NA,NA,NA,NA,NA
"1453","coderoundtwo_822","Traffic Update: Muthaiga","No",NA,NA,NA,NA,NA,NA
"1454","coderoundtwo_823","Ojijo road and shivachi road is heavy with traffic","No",NA,NA,NA,NA,NA,NA
"1455","coderoundtwo_824","1hr 30mins from Kenyatta avenue to haile selasie and counting!","No",NA,NA,NA,NA,NA,NA
"1456","coderoundtwo_825","corruption of traffic police is the major cause o","No",NA,NA,NA,NA,NA,NA
"1457","coderoundtwo_826","What is the problem with maimahiu escarpment huge traffic","No",NA,NA,NA,NA,NA,NA
"1458","coderoundtwo_827","#KBL053E Let's make this matatu driver famous","No",NA,NA,NA,NA,NA,NA
"1459","coderoundtwo_828","nikudiambo bunyala round about","No",NA,NA,NA,NA,NA,NA
"1460","coderoundtwo_829","Mombasa road traffic","No",NA,NA,NA,NA,NA,NA
"1461","coderoundtwo_830","I support! keep left unless overtaking....lane discipline on the highway","No",NA,NA,NA,NA,NA,NA
"1462","coderoundtwo_831","please say something about the delay in DLs coming out, this is the fourth week","No",NA,NA,NA,NA,NA,NA
"1463","coderoundtwo_832","Mombasa road heading to mlolongo is nuts","No",NA,NA,NA,NA,NA,NA
"1464","coderoundtwo_833","thika road is smooth
","No",NA,NA,NA,NA,NA,NA
"1465","coderoundtwo_834","hiyo ni pangi or maybe ako na shida ya majo","No",NA,NA,NA,NA,NA,NA
"1466","coderoundtwo_835","'Big Rain' is threatening at Riruta- inafanya press-ups!","No",NA,NA,NA,NA,NA,NA
"1467","coderoundtwo_836","just asking,why is Mombasa rd between KIMC and imara daima outbound always messy?","No",NA,NA,NA,NA,NA,NA
"1468","coderoundtwo_837","Uhuru Highway is standstill both ways","No",NA,NA,NA,NA,NA,NA
"1469","coderoundtwo_838","Jam iko Likoni road ata sioni ikiisha","No",NA,NA,NA,NA,NA,NA
"1470","coderoundtwo_839","Lusaka road is a no go zone, it's a parking lot","No",NA,NA,NA,NA,NA,NA
"1471","coderoundtwo_840","In a noisy and tinted Mat that you can't tell the state of traffic or ur location, all u can feel is motion","No",NA,NA,NA,NA,NA,NA
"1472","coderoundtwo_841","how is Ngong road towards Junction","No",NA,NA,NA,NA,NA,NA
"1473","coderoundtwo_842","Jam imeshika even a Lexus has to wait","No",NA,NA,NA,NA,NA,NA
"1474","coderoundtwo_843","in fact waiting for DL is becoming like waiting for the","No",NA,NA,NA,NA,NA,NA
"1475","coderoundtwo_844","what's up around Airtel??? And how is Mombasa road towards Imara Daima","No",NA,NA,NA,NA,NA,NA
"1476","coderoundtwo_845","Mombasa rd at green park estate towards SGR Athi river traffic is flowing smoothly both lines","No",NA,NA,NA,NA,NA,NA
"1477","coderoundtwo_846","uhuru hwy inbound not moving. Stuck at kbc for 1hr","No",NA,NA,NA,NA,NA,NA
"1478","coderoundtwo_847","#GKA483H The law makers overlapping","No",NA,NA,NA,NA,NA,NA
"1479","coderoundtwo_848","Nowadays I am seeing less and less garbage since the Polythene Bags Ban. Kudos","No",NA,NA,NA,NA,NA,NA
"1480","coderoundtwo_849","Mombasa rd at steel plant Athi river","No",NA,NA,NA,NA,NA,NA
"1481","coderoundtwo_850","kayole slay queens ushonelewa weave nusu kichwa mtaani nikurusha tu nywele but nyuma hakuna chochote","No",NA,NA,NA,NA,NA,NA
"1482","coderoundtwo_851","Traffic on likoni and Lunga Lunga roads tighter than Wanjigis doors. Avoid","No",NA,NA,NA,NA,NA,NA
"1483","coderoundtwo_852","baraka road is at complete standstill, engines shut down. Mess at the bridge","No",NA,NA,NA,NA,NA,NA
"1484","coderoundtwo_853","Assist Kenyans by doing your job properly. Over 3000 Kenyans killed by rogu","No",NA,NA,NA,NA,NA,NA
"1485","coderoundtwo_854","sgr devik Athi river","No",NA,NA,NA,NA,NA,NA
"1486","coderoundtwo_855","I once asked a traffic policeman. how can they break laws and expect u","No",NA,NA,NA,NA,NA,NA
"1487","coderoundtwo_856","unaenda kuguza wallet pale moi avenue unaambiwa thao unamuuliza alafu nikinunua niwekee nini smh","No",NA,NA,NA,NA,NA,NA
"1488","coderoundtwo_857","What's happening on waiyaki way headed to university way?","No",NA,NA,NA,NA,NA,NA
"1489","coderoundtwo_858","what's up on Uhuru Highway?","No",NA,NA,NA,NA,NA,NA
"1490","coderoundtwo_859","lunga lunga road traffic moving slowly all the way roundabout joining likoni road","No",NA,NA,NA,NA,NA,NA
"1491","coderoundtwo_860","Forest rd slow from Jcc towards Museum... Limuru rd from Stima outbound mwendo ni wa konokono","No",NA,NA,NA,NA,NA,NA
"1492","coderoundtwo_861","how's Ngong road now?","No",NA,NA,NA,NA,NA,NA
"1493","coderoundtwo_862","Waiyaki Way towards town moving slowly.","No",NA,NA,NA,NA,NA,NA
"1494","coderoundtwo_863","Watu wengi wanathani Leo ni Friday kumbe ni #MashujaaEve ,, Mombasa Road both sides crazy","No",NA,NA,NA,NA,NA,NA
"1495","coderoundtwo_864","Harambee ave not moving.... towards Moi Ave.... any info as so what is happening ah","No",NA,NA,NA,NA,NA,NA
"1496","coderoundtwo_865","Exactly. Even on highways, it's no wonder seeing slow vehicles n trucks","No",NA,NA,NA,NA,NA,NA
"1497","coderoundtwo_866","near weighing bridge (sijui kunaitwa vipi apo) from Juja ni matatizo","No",NA,NA,NA,NA,NA,NA
"1498","coderoundtwo_867","Manual control manenos at Railway station round about is causing mega mess today. H","No",NA,NA,NA,NA,NA,NA
"1499","coderoundtwo_868","Uhuru Highway, My God! About to clock an hour in this traffic. _Ù÷Ê CX","No",NA,NA,NA,NA,NA,NA
"1500","coderoundtwo_869","Traffic Update: Uhuru Highway at 6:30pm &amp; Happy #MashujaaDay from Tower","No",NA,NA,NA,NA,NA,NA
"1501","coderoundtwo_870","How is ngong road traffic looking?","No",NA,NA,NA,NA,NA,NA
"1502","coderoundtwo_871","Haille Selasie Avenue towards Landies Road is equally a big mess.","No",NA,NA,NA,NA,NA,NA
"1503","coderoundtwo_872","How is ngong road now","No",NA,NA,NA,NA,NA,NA
"1504","coderoundtwo_873","Watu wa mtandao how is Thika Rd?","No",NA,NA,NA,NA,NA,NA
"1505","coderoundtwo_874","get someone to explain in detail why water pouring from the sky causes crazy jam in Nairobi.","No",NA,NA,NA,NA,NA,NA
"1506","coderoundtwo_875","Ladhies out of town     moving slowly but it's a parking bay entering town.  This affects Lusaka rd towards Jogoo rd","No",NA,NA,NA,NA,NA,NA
"1507","coderoundtwo_876","how is Thika Rd? Especially around Witethie towards Nairobi.","No",NA,NA,NA,NA,NA,NA
"1508","coderoundtwo_877","pumber to pumber towards heading chiromo.","No",NA,NA,NA,NA,NA,NA
"1509","coderoundtwo_878","crazy accident at Muranga rd/ Desai rd junction.... Avoid service lane!!!!! Via","Yes",-1.2715965,36.8278925,"Muranga rd","Muranga road; Desai road junction.","Desai rd junction","None"
"1510","coderoundtwo_879","Those on Jogoo road into town from Maziwa/Kaloleni area can enjoy naps.  It's a dead jam.","No",NA,NA,NA,NA,NA,NA
"1511","coderoundtwo_880","No traffic at ngong road","No",NA,NA,NA,NA,NA,NA
"1512","coderoundtwo_881","Jogoo Rd near City Stad imeshikana though moving slowly.","No",NA,NA,NA,NA,NA,NA
"1513","coderoundtwo_882","The jam that is #KenyattaAvenue inbound! We need an overpass!","No",NA,NA,NA,NA,NA,NA
"1514","coderoundtwo_883","I can write a thesis on Mombasa road traffic..._Ù÷_","No",NA,NA,NA,NA,NA,NA
"1515","coderoundtwo_884","waiyaki way from town hakuna jam....but headed to town there's a bit of it.","No",NA,NA,NA,NA,NA,NA
"1516","coderoundtwo_885","All roads leading towards South B is a bumper -to- bumper.. entry to Mater Hospital blocked !!","No",NA,NA,NA,NA,NA,NA
"1517","coderoundtwo_886","Jst saw cops chasing after a PSV thru the streets of Parklands. Eventually the rogue mat wa","No",NA,NA,NA,NA,NA,NA
"1518","coderoundtwo_887","#TrafficWatch - Driving while using a cell phone reduces the","No",NA,NA,NA,NA,NA,NA
"1519","coderoundtwo_888","Heavy traffic on Langata rd frm Nyayo 2Carnivore
And
frm Langata stage area 2Carnivore","No",NA,NA,NA,NA,NA,NA
"1520","coderoundtwo_889","Traffic on Mbagathi way frm Kenyatta Hs Rnd-abt 2Tmall Rnd-abt","No",NA,NA,NA,NA,NA,NA
"1521","coderoundtwo_890","Heavy traffic on Southern bypass frm Mombasa rd area 2 Lungalunga rd junction","No",NA,NA,NA,NA,NA,NA
"1522","coderoundtwo_891","Heavy traffic arnd Museum hill area both sides of the road Heavy traffic frm Museu","No",NA,NA,NA,NA,NA,NA
"1523","coderoundtwo_892","Heavy traffic on Mombasa rd frm Capital Centre 2Imara Daima","No",NA,NA,NA,NA,NA,NA
"1524","coderoundtwo_893","Go to south b between mater and the shopping centre","No",NA,NA,NA,NA,NA,NA
"1525","coderoundtwo_894","#KCL323C this matatu was driving recklessly on Waiya","No",NA,NA,NA,NA,NA,NA
"1526","coderoundtwo_895","Ngong Road jam is for tears!","No",NA,NA,NA,NA,NA,NA
"1527","coderoundtwo_896","can sonko road be a one way,the ones from buruburu to use outtering road.to","No",NA,NA,NA,NA,NA,NA
"1528","coderoundtwo_897","I am fearful of Mombasa road I saw a lady almost die today at around 3.10pm.The matatu","No",NA,NA,NA,NA,NA,NA
"1529","coderoundtwo_898","Drive-in super highway blocked by vehicles getting to the service lane.
Style Up.","No",NA,NA,NA,NA,NA,NA
"1530","coderoundtwo_899","hakuna stima Ngong Road","No",NA,NA,NA,NA,NA,NA
"1531","coderoundtwo_900","Congrats for lighting Thika road. No more phone snatchers.","No",NA,NA,NA,NA,NA,NA
"1532","coderoundtwo_901","How is Thika Road outwards at this hour? I need vto leave town.","No",NA,NA,NA,NA,NA,NA
"1533","coderoundtwo_902","The traffic on ngong road","No",NA,NA,NA,NA,NA,NA
"1534","coderoundtwo_903","we wont sleep today because of fireworks around parklands. It is not right","No",NA,NA,NA,NA,NA,NA
"1535","coderoundtwo_904","20:55   we wont sleep today because of fireworks around parklands. It is not right via","No",NA,NA,NA,NA,NA,NA
"1536","coderoundtwo_905","Overheard : Embasava 33 buses that block fedha entrance  don't belong to ordinary pple","No",NA,NA,NA,NA,NA,NA
"1537","coderoundtwo_906","It'll be PM Thunderstorms tomorrow in Nairobi! With a high of 26å¡C and a low of 16å¡C. #Weather","No",NA,NA,NA,NA,NA,NA
"1538","coderoundtwo_907","Ngong Rd it's been a minute","No",NA,NA,NA,NA,NA,NA
"1539","coderoundtwo_908","There is heavy jam as one heads to Mai maiu. What could be happening? Vehicles using Naivasha route.","No",NA,NA,NA,NA,NA,NA
"1540","coderoundtwo_909","Standstill at mai mahiu","No",NA,NA,NA,NA,NA,NA
"1541","coderoundtwo_910","23:34 Standstill at mai mahiu 
Via","No",NA,NA,NA,NA,NA,NA
"1542","coderoundtwo_911","come slowly hapa southern bypass things ain't good","No",NA,NA,NA,NA,NA,NA
"1543","coderoundtwo_912","23:56 come slowly hapa southern bypass things ain't good","No",NA,NA,NA,NA,NA,NA
"1544","coderoundtwo_913","Heard this happened on the southern bypass ...people drive safely _Ù÷¥","No",NA,NA,NA,NA,NA,NA
"1545","coderoundtwo_914","NTSA wako wapi I'm heading to naks via Langat","No",NA,NA,NA,NA,NA,NA
"1546","coderoundtwo_915","sachangwan","No",NA,NA,NA,NA,NA,NA
"1547","coderoundtwo_916","Modern Coast...pathetic services!!
Passengers stranded for 4hrs a","No",NA,NA,NA,NA,NA,NA
"1548","coderoundtwo_917","Don't drink and drive. It's that simple.","No",NA,NA,NA,NA,NA,NA
"1549","coderoundtwo_918","Today Nairobi - Cloudy with highs of 23.3å¡C with a 25%   chance of precipitation. Winds variable at 6.4 - 11.3kph..","No",NA,NA,NA,NA,NA,NA
"1550","coderoundtwo_919","Top of the hour feed sponsored by Mugg
&amp; Bean On-The-Move now open TOTAL Limuru Road!Welcome All","No",NA,NA,NA,NA,NA,NA
"1551","coderoundtwo_920","this Ruai bound mat would abandon passengers before their destination, rudely behave.Board at your risk","No",NA,NA,NA,NA,NA,NA
"1552","coderoundtwo_921","Kuna Basi Imeanguka Apa Waiyaki Way Outside Mirage Building Causi","Yes",-1.269375,36.8066965,"Waiyaki way","Waiyaki way","Mirage building","Mirage Building"
"1553","coderoundtwo_922","Clear Roads. Issa holiday","No",NA,NA,NA,NA,NA,NA
"1554","coderoundtwo_923","Happy #MashujaaDay from https://t.co/CWbXQ0Kd5K! https://t.co/TaIoR6VfMs","No",NA,NA,NA,NA,NA,NA
"1555","coderoundtwo_924","PSVs continue to kill and maim under the watchful eye n protection of NTSA and t","No",NA,NA,NA,NA,NA,NA
"1556","coderoundtwo_925","kagundo Road bound way is okay.","No",NA,NA,NA,NA,NA,NA
"1557","coderoundtwo_926","Msa rd outbound from Panari gradually becoming impassable . A","No",NA,NA,NA,NA,NA,NA
"1558","coderoundtwo_927","Uhuru Highway Is Clear And There Is Swift Movement","No",NA,NA,NA,NA,NA,NA
"1559","coderoundtwo_928","True","No",NA,NA,NA,NA,NA,NA
"1560","coderoundtwo_929","Traffic Update: The Roads Leading to Uhuru Park are thick and busy ahead of #MashujaaDay","No",NA,NA,NA,NA,NA,NA
"1561","coderoundtwo_930","#SisemiKitu","No",NA,NA,NA,NA,NA,NA
"1562","coderoundtwo_931","the situation at super Thika highway","No",NA,NA,NA,NA,NA,NA
"1563","coderoundtwo_932","mapendano at kastemill roysambu outbound, clear after that.","No",NA,NA,NA,NA,NA,NA
"1564","coderoundtwo_933","Are people allowed to travel to Tanzania or the road travels are cancelled too","No",NA,NA,NA,NA,NA,NA
"1565","coderoundtwo_934","Where does one board a mat to Kitengela?","No",NA,NA,NA,NA,NA,NA
"1566","coderoundtwo_935","Outering Rd near completion Ngong Rd 2...But Enterprise Rd esp Likoni junction hmmm contractor is a serious joker","No",NA,NA,NA,NA,NA,NA
"1567","coderoundtwo_936","RCC arent serious how long has it been again na bado","No",NA,NA,NA,NA,NA,NA
"1568","coderoundtwo_937","a car has plunged into the river or just before on mbagathi way, s","Yes",NA,NA,"Mbagati way","mbagathi way","None","None"
"1569","coderoundtwo_938","please note that your staff at the delicatessen section in Karen are discriminating of black customers.","No",NA,NA,NA,NA,NA,NA
"1570","coderoundtwo_939",".celebrates all who struggled for our sovereignty. Let us honor them today &amp; always. How are you markin‰Û_ https://t.co/iDmWxLAbJo","No",NA,NA,NA,NA,NA,NA
"1571","coderoundtwo_940","Pouring heavily, drive safely. Wet roads","No",NA,NA,NA,NA,NA,NA
"1572","coderoundtwo_941","#OnlyInKenya do People throw litter from cars when stopped say they R creating jobs 4 Sanitation Workers","No",NA,NA,NA,NA,NA,NA
"1573","coderoundtwo_942","...This is very common especially when so","No",NA,NA,NA,NA,NA,NA
"1574","coderoundtwo_943","Great idea to copy for Kenya","No",NA,NA,NA,NA,NA,NA
"1575","coderoundtwo_944","Hio njia mat za ronga, umoiner na kenya mpya zinatumia sawasawa","No",NA,NA,NA,NA,NA,NA
"1576","coderoundtwo_945","Eastern bypass is a little back up. Traffic past ruai overpass","No",NA,NA,NA,NA,NA,NA
"1577","coderoundtwo_946","Frustrated Mombasa passengers at JKIA after it was closed briefly during Mashujaa Day fete.","No",NA,NA,NA,NA,NA,NA
"1578","coderoundtwo_947","traffic on Langata road moving well","No",NA,NA,NA,NA,NA,NA
"1579","coderoundtwo_948","Langata rd is disastrous","No",NA,NA,NA,NA,NA,NA
"1580","coderoundtwo_949","Kipande Road traffic in a tweet. _Ùªã","No",NA,NA,NA,NA,NA,NA
"1581","coderoundtwo_950","At ngara a personal car just went over the middle pavement connecting highway and side lane. Approach carefully","Yes",NA,NA,NA,"None",NA,"At Ngara"
"1582","coderoundtwo_951","Be a where with  Ngong road jam in the morning","No",NA,NA,NA,NA,NA,NA
"1583","coderoundtwo_952","Heavy rain on mombasa road","No",NA,NA,NA,NA,NA,NA
"1584","coderoundtwo_953","kiambu road, very wet and slippery..and still continues to pour","No",NA,NA,NA,NA,NA,NA
"1585","coderoundtwo_954","Traffic Update: _Ù__ Uhuru Highway at Nyayo stadium is moving well. Exercise caution _ÙÎ¤_ÙÎ¤","No",NA,NA,NA,NA,NA,NA
"1586","coderoundtwo_955","no traffic on Thika road, thanks to rain.","No",NA,NA,NA,NA,NA,NA
"1587","coderoundtwo_956","Haile Selassie R/about.Visibility is low,with runoffs, please exercise caution_Ù_¤","No",NA,NA,NA,NA,NA,NA
"1588","coderoundtwo_957","Leo ni siku ya doze hii weather haileti bidii jogoo Rd mvua kwa wingi ata sijui job Leo ama itafanyika","No",NA,NA,NA,NA,NA,NA
"1589","coderoundtwo_958","Traffic Update:_Ù__ With Rains in Nairobi, this how Langata Rd is looking this morning.","No",NA,NA,NA,NA,NA,NA
"1590","coderoundtwo_959","Jogoo road is a lake","No",NA,NA,NA,NA,NA,NA
"1591","coderoundtwo_960","Its about time we enforce strict rules on motorbikes, if n","No",NA,NA,NA,NA,NA,NA
"1592","coderoundtwo_961","Kayole junction jam imeshika due to rains..more vehicles are parked along roadside drive safely","No",NA,NA,NA,NA,NA,NA
"1593","coderoundtwo_962","Nairobi Eastlands #Water on the road","No",NA,NA,NA,NA,NA,NA
